"","code","focus_type","country","region","province","livestock_region","international_region","municipality","uvl","disease","n_affected_species","serotype","species","susceptible","affected","confirmation_date","outbreak_n","index","outbreak_id"
"6915","2007/7387","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Granjuela, La","Córdoba","Bluetongue",1,"","Ovinos","208","29",2007-10-10,1,6915,"2007/7387_1"
"6916","2007/7386","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","215 / 332","0 / 34",2007-10-04,1,6916,"2007/7386_1"
"6917","2007/7385","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",1,"","Ovinos","35","13",2007-10-04,1,6917,"2007/7385_1"
"6918","2007/7384","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",1,"","Ovinos","255","65",2007-10-04,1,6918,"2007/7384_1"
"6919","2007/7383","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","41 / 7","0 / 2",2007-10-15,1,6919,"2007/7383_1"
"6920","2007/7382","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",1,"","Ovinos","212","47",2007-09-26,1,6920,"2007/7382_1"
"6921","2007/7381","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","9 / 90","0 / 17",2007-09-25,1,6921,"2007/7381_1"
"6922","2007/7380","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",1,"","Caprinos","277","0",2007-10-09,1,6922,"2007/7380_1"
"6923","2007/7379","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","171 / 8","0 / 19",2007-10-04,1,6923,"2007/7379_1"
"6924","2007/7378","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",1,"","Ovinos","68","8",2007-10-23,1,6924,"2007/7378_1"
"6925","2007/7377","Secundario","España","ANDALUCÍA","SEVILLA","SANLUCAR LA MAYOR (PONIENTE DE SEVILLA)",NA,"Castillo de las Guardas, El","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","504 / 681","0 / 26",2007-08-31,1,6925,"2007/7377_1"
"6926","2007/7376","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","57","37",2007-10-03,1,6926,"2007/7376_1"
"6927","2007/7375","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","225","105",2007-10-15,1,6927,"2007/7375_1"
"6928","2007/7374","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","21","7",2007-10-04,1,6928,"2007/7374_1"
"6929","2007/7373","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","148","10",2007-10-03,1,6929,"2007/7373_1"
"6930","2007/7372","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","442","78",2007-09-26,1,6930,"2007/7372_1"
"6931","2007/7371","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","655","157",2007-09-19,1,6931,"2007/7371_1"
"6932","2007/7370","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","29","4",2007-10-02,1,6932,"2007/7370_1"
"6933","2007/7369","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","38","18",2007-10-04,1,6933,"2007/7369_1"
"6934","2007/7368","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","212","27",2007-09-19,1,6934,"2007/7368_1"
"6935","2007/7367","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","59","15",2007-10-05,1,6935,"2007/7367_1"
"6936","2007/7366","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",2,"","Caprinos, Ovinos","19 / 78","0 / 17",2007-10-02,1,6936,"2007/7366_1"
"6937","2007/7365","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","23","19",2007-10-03,1,6937,"2007/7365_1"
"6938","2007/7364","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","66","11",2007-10-03,1,6938,"2007/7364_1"
"6939","2007/7363","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","248","34",2007-09-24,1,6939,"2007/7363_1"
"6940","2007/7362","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","191","23",2007-09-26,1,6940,"2007/7362_1"
"6941","2007/7361","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","304","14",2007-09-19,1,6941,"2007/7361_1"
"6942","2007/7360","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",2,"","Caprinos, Ovinos","1065 / 192","0 / 313",2007-09-24,1,6942,"2007/7360_1"
"6943","2007/7359","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Encinasola","Huelva","Bluetongue",1,"","Ovinos","288","21",2007-10-04,1,6943,"2007/7359_1"
"6944","2007/7358","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Benarrabá","Málaga","Bluetongue",2,"","Caprinos, Ovinos","36 / 74","0 / 6",2007-10-03,1,6944,"2007/7358_1"
"6945","2007/7357","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Benarrabá","Málaga","Bluetongue",1,"","Ovinos","177","14",2007-10-01,1,6945,"2007/7357_1"
"6946","2007/7356","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Benarrabá","Málaga","Bluetongue",1,"","Ovinos","146","80",2007-09-21,1,6946,"2007/7356_1"
"6947","2007/7355","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",2,"","Caprinos, Ovinos","386 / 4","0 / 6",2007-10-03,1,6947,"2007/7355_1"
"6948","2007/7354","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","290","8",2007-10-04,1,6948,"2007/7354_1"
"6949","2007/7353","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","467","38",2007-10-19,1,6949,"2007/7353_1"
"6950","2007/7352","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","395","9",2007-10-11,1,6950,"2007/7352_1"
"6951","2007/7351","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","373","62",2007-10-10,1,6951,"2007/7351_1"
"6952","2007/7350","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","30","2",2007-10-26,1,6952,"2007/7350_1"
"6953","2007/7349","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","135","4",2007-10-03,1,6953,"2007/7349_1"
"6954","2007/7348","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","677","22",2007-10-08,1,6954,"2007/7348_1"
"6955","2007/7347","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",2,"","Caprinos, Ovinos","1077 / 14","0 / 11",2007-11-14,1,6955,"2007/7347_1"
"6956","2007/7346","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","430","12",2007-10-15,1,6956,"2007/7346_1"
"6957","2007/7345","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","350","20",2007-10-02,1,6957,"2007/7345_1"
"6958","2007/7344","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",2,"","Caprinos, Ovinos","2 / 30","0 / 9",2007-10-10,1,6958,"2007/7344_1"
"6959","2007/7343","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","183","16",2007-10-03,1,6959,"2007/7343_1"
"6960","2007/7342","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","17","6",2007-11-05,1,6960,"2007/7342_1"
"6961","2007/7341","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",2,"","Caprinos, Ovinos","3094 / 61","0 / 30",2007-11-15,1,6961,"2007/7341_1"
"6962","2007/7340","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","923","149",2007-10-03,1,6962,"2007/7340_1"
"6963","2007/7339","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","198","5",2007-10-11,1,6963,"2007/7339_1"
"6964","2007/7338","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","193","17",2007-10-11,1,6964,"2007/7338_1"
"6965","2007/7337","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","94","7",2007-11-13,1,6965,"2007/7337_1"
"6966","2007/7336","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","260","4",2007-10-03,1,6966,"2007/7336_1"
"6967","2007/7335","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","71","27",2007-10-08,1,6967,"2007/7335_1"
"6968","2007/7334","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","196","7",2007-10-09,1,6968,"2007/7334_1"
"6969","2007/7333","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","667","24",2007-10-03,1,6969,"2007/7333_1"
"6970","2007/7332","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","113","12",2007-10-09,1,6970,"2007/7332_1"
"6971","2007/7331","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","1202","47",2007-10-24,1,6971,"2007/7331_1"
"6972","2007/7330","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","994","16",2007-10-02,1,6972,"2007/7330_1"
"6973","2007/7329","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","145","16",2007-10-03,1,6973,"2007/7329_1"
"6974","2007/7328","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","270","6",2007-11-13,1,6974,"2007/7328_1"
"6975","2007/7327","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","34","10",2007-10-09,1,6975,"2007/7327_1"
"6976","2007/7326","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","27","1",2007-10-18,1,6976,"2007/7326_1"
"6977","2007/7325","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","199","8",2007-10-05,1,6977,"2007/7325_1"
"6978","2007/7324","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",2,"","Caprinos, Ovinos","13 / 555","0 / 25",2007-10-01,1,6978,"2007/7324_1"
"6979","2007/7323","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","780","69",2007-10-04,1,6979,"2007/7323_1"
"6980","2007/7322","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","32","5",2007-10-03,1,6980,"2007/7322_1"
"6981","2007/7321","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","720","5",2007-10-11,1,6981,"2007/7321_1"
"6982","2007/7320","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","277","32",2007-10-04,1,6982,"2007/7320_1"
"6983","2007/7319","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","294","2",2007-10-05,1,6983,"2007/7319_1"
"6984","2007/7318","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","409","11",2007-09-27,1,6984,"2007/7318_1"
"6985","2007/7317","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","452","60",2007-10-10,1,6985,"2007/7317_1"
"6986","2007/7316","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","720","13",2007-10-03,1,6986,"2007/7316_1"
"6987","2007/7315","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Fuente Obejuna","Córdoba","Bluetongue",1,"","Ovinos","247","15",2007-10-29,1,6987,"2007/7315_1"
"6988","2007/7314","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Puerto Serrano","Cádiz","Bluetongue",1,"","Ovinos","1337","103",2007-09-26,1,6988,"2007/7314_1"
"6989","2007/7313","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Puerto Serrano","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","1077 / 3","0 / 46",2007-10-17,1,6989,"2007/7313_1"
"6990","2007/7312","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Puerto Serrano","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","27 / 465","0 / 16",2007-10-08,1,6990,"2007/7312_1"
"6991","2007/7311","Secundario","España","ANDALUCÍA","ALMERÍA","PONIENTE",NA,"Berja","Almería","Bluetongue",2,"","Caprinos, Ovinos","132 / 61","0 / 12",2007-11-06,1,6991,"2007/7311_1"
"6992","2007/7310","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Fuente la Lancha","Córdoba","Bluetongue",1,"","Ovinos","91","8",2007-11-12,1,6992,"2007/7310_1"
"6993","2007/7309","Secundario","España","ANDALUCÍA","CÁDIZ","LITORAL",NA,"Puerto Real","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","1172 / 16","0 / 35",2007-09-27,1,6993,"2007/7309_1"
"6994","2007/7308","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Cumbres de San Bartolomé","Huelva","Bluetongue",1,"","Ovinos","145","0",2007-10-04,1,6994,"2007/7308_1"
"6995","2007/7307","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Cumbres de San Bartolomé","Huelva","Bluetongue",1,"","Ovinos","25","10",2007-10-10,1,6995,"2007/7307_1"
"6996","2007/7306","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Cumbres de San Bartolomé","Huelva","Bluetongue",1,"","Ovinos","427","38",2007-10-24,1,6996,"2007/7306_1"
"6997","2007/7305","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Castilblanco de los Arroyos","Sevilla","Bluetongue",1,"","Ovinos","611","236",2007-09-06,1,6997,"2007/7305_1"
"6998","2007/7304","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Castilblanco de los Arroyos","Sevilla","Bluetongue",2,"","Caprinos, Ovinos","152 / 201","0 / 58",2007-10-04,1,6998,"2007/7304_1"
"6999","2007/7303","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Castilblanco de los Arroyos","Sevilla","Bluetongue",1,"","Ovinos","1578","284",2007-09-11,1,6999,"2007/7303_1"
"7000","2007/7302","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"","Ovinos","106","23",2007-10-09,1,7000,"2007/7302_1"
"7001","2007/7301","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",2,"","Caprinos, Ovinos","813 / 833","0 / 34",2007-10-04,1,7001,"2007/7301_1"
"7002","2007/7300","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"","Ovinos","179","7",2007-10-09,1,7002,"2007/7300_1"
"7003","2007/7299","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"","Ovinos","92","11",2007-10-02,1,7003,"2007/7299_1"
"7004","2007/7298","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"","Ovinos","83","27",2007-10-01,1,7004,"2007/7298_1"
"7005","2007/7297","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"","Ovinos","584","150",2007-09-28,1,7005,"2007/7297_1"
"7006","2007/7296","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"","Ovinos","695","31",2007-10-04,1,7006,"2007/7296_1"
"7007","2007/7295","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Prado del Rey","Cádiz","Bluetongue",1,"","Ovinos","17","3",2007-10-04,1,7007,"2007/7295_1"
"7008","2007/7294","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Prado del Rey","Cádiz","Bluetongue",1,"","Ovinos","3","2",2007-10-18,1,7008,"2007/7294_1"
"7009","2007/7293","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Prado del Rey","Cádiz","Bluetongue",1,"","Caprinos","157","0",2007-11-13,1,7009,"2007/7293_1"
"7010","2007/7292","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Prado del Rey","Cádiz","Bluetongue",1,"","Ovinos","10","2",2007-11-13,1,7010,"2007/7292_1"
"7011","2007/7291","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Cortegana","Huelva","Bluetongue",2,"","Caprinos, Ovinos","16 / 27","0 / 7",2007-10-01,1,7011,"2007/7291_1"
"7012","2007/7290","Secundario","España","ANDALUCÍA","HUELVA","CORTEGANA (SIERRA OCCIDENTAL)",NA,"Cortegana","Huelva","Bluetongue",1,"","Ovinos","14","2",2007-10-24,1,7012,"2007/7290_1"
"7013","2007/7289","Secundario","España","ANDALUCÍA","MÁLAGA","RONDA (RONDA)",NA,"Benalauría","Málaga","Bluetongue",1,"","Ovinos","46","10",2007-10-03,1,7013,"2007/7289_1"
"7014","2007/7288","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Olvera","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","112 / 541","0 / 10",2007-09-25,1,7014,"2007/7288_1"
"7015","2007/7287","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Olvera","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","120 / 409","0 / 35",2007-10-08,1,7015,"2007/7287_1"
"7016","2007/7286","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Olvera","Cádiz","Bluetongue",1,"","Caprinos","1203","0",2007-10-24,1,7016,"2007/7286_1"
"7017","2007/7285","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Olvera","Cádiz","Bluetongue",1,"","Caprinos","255","0",2007-10-18,1,7017,"2007/7285_1"
"7018","2007/7284","Secundario","España","ANDALUCÍA","CÁDIZ","SIERRA DE CÁDIZ",NA,"Olvera","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","1010 / 1055","0 / 74",2007-09-11,1,7018,"2007/7284_1"
"7019","2007/7283","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Cantillana","Sevilla","Bluetongue",1,"","Ovinos","97","0",2007-10-18,1,7019,"2007/7283_1"
"7020","2007/7282","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Dos Torres","Córdoba","Bluetongue",1,"","Ovinos","73","6",2007-11-08,1,7020,"2007/7282_1"
"7021","2007/7281","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Dos Torres","Córdoba","Bluetongue",1,"","Ovinos","65","2",2007-10-31,1,7021,"2007/7281_1"
"7022","2007/7280","Secundario","España","ANDALUCÍA","CÁDIZ","LA JANDA",NA,"Medina Sidonia","Cádiz","Bluetongue",1,"","Ovinos","8","5",2007-10-08,1,7022,"2007/7280_1"
"7023","2007/7279","Secundario","España","ANDALUCÍA","CÁDIZ","LA JANDA",NA,"Medina Sidonia","Cádiz","Bluetongue",2,"","Caprinos, Ovinos","152 / 90","0 / 10",2007-11-09,1,7023,"2007/7279_1"
