"","code","focus_type","country","region","province","livestock_region","international_region","municipality","uvl","disease","n_affected_species","serotype","species","susceptible","affected","confirmation_date","outbreak_n","index","outbreak_id"
"2153","2014/200","Secundario","España","ANDALUCÍA","CÓRDOBA","MONTORO (ALTO GUADALQUIVIR)",NA,"Adamuz","Córdoba","Bluetongue",1,"04","Ovinos","54","8",2014-10-24,1,2153,"2014/200_1"
"2154","2014/201","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","130","1",2014-10-24,1,2154,"2014/201_1"
"2155","2014/202","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Andújar","Jaén","Bluetongue",1,"04","Ovinos","320","13",2014-10-24,1,2155,"2014/202_1"
"2156","2014/203","Secundario","España","ANDALUCÍA","JAÉN","ANDUJAR (SIERRA MORENA/CAMPIÑA JAEN)",NA,"Villanueva de la Reina","Jaén","Bluetongue",1,"04","Ovinos","70","1",2014-10-24,1,2156,"2014/203_1"
"2157","2014/182","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Navalvillar de Pela","Badajoz","Bluetongue",1,"04","Ovinos","331","10",2014-10-24,1,2157,"2014/182_1"
"2158","2014/183","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Campanario","Badajoz","Bluetongue",1,"04","Ovinos","489","6",2014-10-24,1,2158,"2014/183_1"
"2159","2014/184","Secundario","España","EXTREMADURA","BADAJOZ","DON BENITO",NA,"Campanario","Badajoz","Bluetongue",1,"04","Ovinos","1092","10",2014-10-24,1,2159,"2014/184_1"
"2160","2014/174","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","191","9",2014-10-23,1,2160,"2014/174_1"
"2161","2014/175","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","715","11",2014-10-23,1,2161,"2014/175_1"
"2162","2014/176","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","997","45",2014-10-23,1,2162,"2014/176_1"
"2163","2014/177","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","568","30",2014-10-23,1,2163,"2014/177_1"
"2164","2014/178","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","259","10",2014-10-23,1,2164,"2014/178_1"
"2165","2014/179","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","231","16",2014-10-23,1,2165,"2014/179_1"
"2166","2014/180","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Fuente Palmera","Córdoba","Bluetongue",2,"04","Caprinos, Ovinos","598 / 859","1 / 4",2014-10-23,1,2166,"2014/180_1"
"2167","2014/181","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Hinojosa del Duque","Córdoba","Bluetongue",1,"04","Ovinos","697","100",2014-10-23,1,2167,"2014/181_1"
"2168","2014/155","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","130","1",2014-10-23,1,2168,"2014/155_1"
"2169","2014/156","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Viso, El","Córdoba","Bluetongue",1,"04","Ovinos","750","150",2014-10-23,1,2169,"2014/156_1"
"2170","2014/157","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","546","73",2014-10-21,1,2170,"2014/157_1"
"2171","2014/158","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","373","62",2014-10-21,1,2171,"2014/158_1"
"2172","2014/159","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","248","79",2014-10-21,1,2172,"2014/159_1"
"2173","2014/160","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","308","24",2014-10-21,1,2173,"2014/160_1"
"2174","2014/161","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","194","25",2014-10-21,1,2174,"2014/161_1"
"2175","2014/162","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","719","11",2014-10-21,1,2175,"2014/162_1"
"2176","2014/163","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","382","30",2014-10-23,1,2176,"2014/163_1"
"2177","2014/164","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Pedroche","Córdoba","Bluetongue",1,"04","Ovinos","223","3",2014-10-21,1,2177,"2014/164_1"
"2178","2014/165","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Viso, El","Córdoba","Bluetongue",1,"04","Ovinos","878","90",2014-10-21,1,2178,"2014/165_1"
"2179","2014/166","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"04","Ovinos","26","5",2014-10-21,1,2179,"2014/166_1"
"2180","2014/167","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Espiel","Córdoba","Bluetongue",1,"04","Ovinos","323","50",2014-10-21,1,2180,"2014/167_1"
"2181","2014/168","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Hinojosa del Duque","Córdoba","Bluetongue",1,"04","Ovinos","1300","25",2014-10-17,1,2181,"2014/168_1"
"2182","2014/169","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Viso, El","Córdoba","Bluetongue",1,"04","Ovinos","1545","40",2014-10-17,1,2182,"2014/169_1"
"2183","2014/170","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Viso, El","Córdoba","Bluetongue",1,"04","Ovinos","773","100",2014-10-17,1,2183,"2014/170_1"
"2184","2014/171","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","340","24",2014-10-22,1,2184,"2014/171_1"
"2185","2014/172","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","364","28",2014-10-22,1,2185,"2014/172_1"
"2186","2014/173","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","806","62",2014-10-22,1,2186,"2014/173_1"
"2187","2014/153","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","1094","1",2014-10-22,1,2187,"2014/153_1"
"2188","2014/154","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","398","12",2014-10-22,1,2188,"2014/154_1"
"2189","2014/152","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","449","12",2014-10-22,1,2189,"2014/152_1"
"2190","2014/151","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","880","22",2014-10-22,1,2190,"2014/151_1"
"2191","2014/150","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","130","2",2014-10-22,1,2191,"2014/150_1"
"2192","2014/149","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","1310","38",2014-10-22,1,2192,"2014/149_1"
"2193","2014/148","Secundario","España","ANDALUCÍA","CÓRDOBA","POZOBLANCO (PEDROCHES I )",NA,"Santa Eufemia","Córdoba","Bluetongue",1,"04","Ovinos","877","49",2014-10-22,1,2193,"2014/148_1"
"2194","2014/137","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Peñarroya-Pueblonuevo","Córdoba","Bluetongue",1,"04","Bovinos","61","0",2014-10-14,1,2194,"2014/137_1"
"2195","2014/147","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","570","30",2014-10-21,1,2195,"2014/147_1"
"2196","2014/146","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","820","114",2014-10-21,1,2196,"2014/146_1"
"2197","2014/145","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","2175","250",2014-10-21,1,2197,"2014/145_1"
"2198","2014/144","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","839","20",2014-10-21,1,2198,"2014/144_1"
"2199","2014/143","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","642","204",2014-10-21,1,2199,"2014/143_1"
"2200","2014/142","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","437","35",2014-10-21,1,2200,"2014/142_1"
"2201","2014/141","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","377","70",2014-10-21,1,2201,"2014/141_1"
"2202","2014/139","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","966","71",2014-10-21,1,2202,"2014/139_1"
"2203","2014/140","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","909","25",2014-10-21,1,2203,"2014/140_1"
"2204","2014/138","Secundario","España","ANDALUCÍA","SEVILLA","CAZALLA DE LA SIERRA (SIERRA NORTE)",NA,"Constantina","Sevilla","Bluetongue",1,"04","Ovinos","1000","100",2014-10-21,1,2204,"2014/138_1"
"2205","2014/136","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Puebla de los Infantes, La","Sevilla","Bluetongue",1,"04","Ovinos","273","10",2014-10-17,1,2205,"2014/136_1"
"2206","2014/135","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","366","12",2014-10-17,1,2206,"2014/135_1"
"2207","2014/134","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","382","9",2014-10-17,1,2207,"2014/134_1"
"2208","2014/133","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","403","13",2014-10-17,1,2208,"2014/133_1"
"2209","2014/132","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Córdoba","Córdoba","Bluetongue",1,"04","Ovinos","463","25",2014-10-17,1,2209,"2014/132_1"
"2210","2014/131","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",1,"04","Ovinos","1300","151",2014-10-15,1,2210,"2014/131_1"
"2211","2014/130","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",2,"04","Caprinos, Ovinos","399 / 468","0 / 3",2014-10-15,1,2211,"2014/130_1"
"2212","2014/129","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",2,"04","Caprinos, Ovinos","300 / 6","0 / 4",2014-10-15,1,2212,"2014/129_1"
"2213","2014/128","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",1,"04","Ovinos","14","3",2014-10-15,1,2213,"2014/128_1"
"2214","2014/127","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",1,"04","Ovinos","15","3",2014-10-15,1,2214,"2014/127_1"
"2215","2014/126","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",2,"04","Caprinos, Ovinos","165 / 20","0 / 3",2014-10-15,1,2215,"2014/126_1"
"2216","2014/125","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Agudo","Ciudad Real","Bluetongue",2,"04","Bovinos, Ovinos","775 / 94","0",2014-10-14,1,2216,"2014/125_1"
"2217","2014/109","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","450","7",2014-10-17,1,2217,"2014/109_1"
"2218","2014/108","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","800","150",2014-10-17,1,2218,"2014/108_1"
"2219","2014/107","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","800","120",2014-10-17,1,2219,"2014/107_1"
"2220","2014/106","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","810","300",2014-10-17,1,2220,"2014/106_1"
"2221","2014/105","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","423","200",2014-10-17,1,2221,"2014/105_1"
"2222","2014/104","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","554","50",2014-10-17,1,2222,"2014/104_1"
"2223","2014/103","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","1222","35",2014-10-17,1,2223,"2014/103_1"
"2224","2014/102","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","553","100",2014-10-15,1,2224,"2014/102_1"
"2225","2014/101","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","767","25",2014-10-15,1,2225,"2014/101_1"
"2226","2014/100","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","815","10",2014-10-17,1,2226,"2014/100_1"
"2227","2014/99","Secundario","España","ANDALUCÍA","CÓRDOBA","HINOJOSA DEL DUQUE (PEDROCHES II )",NA,"Belalcázar","Córdoba","Bluetongue",1,"04","Ovinos","580","7",2014-10-17,1,2227,"2014/99_1"
"2228","2014/98","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Posadas","Córdoba","Bluetongue",1,"04","Bovinos","333","0",2014-10-15,1,2228,"2014/98_1"
"2229","2014/124","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Alamillo","Ciudad Real","Bluetongue",1,"04","Ovinos","37","10",2014-10-14,1,2229,"2014/124_1"
"2230","2014/123","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Alamillo","Ciudad Real","Bluetongue",1,"04","Ovinos","145","13",2014-10-14,1,2230,"2014/123_1"
"2231","2014/122","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Alamillo","Ciudad Real","Bluetongue",3,"04","Bovinos, Caprinos, Ovinos","1440 / 15 / 16","0 / 40",2014-10-14,1,2231,"2014/122_1"
"2232","2014/121","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Alamillo","Ciudad Real","Bluetongue",2,"04","Caprinos, Ovinos","20 / 370","0 / 9",2014-10-14,1,2232,"2014/121_1"
"2233","2014/120","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Alamillo","Ciudad Real","Bluetongue",1,"04","Ovinos","900","50",2014-10-14,1,2233,"2014/120_1"
"2234","2014/119","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Alamillo","Ciudad Real","Bluetongue",1,"04","Ovinos","100","15",2014-10-09,1,2234,"2014/119_1"
"2235","2014/118","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","628","118",2014-10-06,1,2235,"2014/118_1"
"2236","2014/117","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","163","41",2014-10-06,1,2236,"2014/117_1"
"2237","2014/116","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","41","41",2014-10-06,1,2237,"2014/116_1"
"2238","2014/115","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","556","16",2014-10-06,1,2238,"2014/115_1"
"2239","2014/114","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","586","54",2014-10-06,1,2239,"2014/114_1"
"2240","2014/113","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","593","40",2014-10-14,1,2240,"2014/113_1"
"2241","2014/112","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","275","19",2014-10-14,1,2241,"2014/112_1"
"2242","2014/111","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","1047","451",2014-10-14,1,2242,"2014/111_1"
"2243","2014/110","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",1,"04","Ovinos","75","20",2014-10-14,1,2243,"2014/110_1"
"2244","2014/97","Secundario","España","ANDALUCÍA","CÓRDOBA","PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO)",NA,"Peñarroya-Pueblonuevo","Córdoba","Bluetongue",1,"04","Ovinos","616","6",2014-10-14,1,2244,"2014/97_1"
"2245","2014/96","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Córdoba","Córdoba","Bluetongue",1,"04","Ovinos","942","4",2014-10-14,1,2245,"2014/96_1"
"2246","2014/95","Secundario","España","ANDALUCÍA","SEVILLA","CANTILLANA (VEGA DE SEVILLA)",NA,"Puebla de los Infantes, La","Sevilla","Bluetongue",1,"04","Ovinos","141","10",2014-10-14,1,2246,"2014/95_1"
"2247","2014/94","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",1,"04","Ovinos","145","18",2014-10-14,1,2247,"2014/94_1"
"2248","2014/93","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",1,"04","Ovinos","61","6",2014-10-14,1,2248,"2014/93_1"
"2249","2014/92","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","500","34",2014-10-09,1,2249,"2014/92_1"
"2250","2014/91","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",1,"04","Ovinos","74","5",2014-10-14,1,2250,"2014/91_1"
"2251","2014/90","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",1,"04","Ovinos","1059","60",2014-10-09,1,2251,"2014/90_1"
"2252","2014/89","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",1,"04","Ovinos","8500","44",2014-10-09,1,2252,"2014/89_1"
"2253","2014/88","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","120","33",2014-10-09,1,2253,"2014/88_1"
"2254","2014/86","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","100","54",2014-10-09,1,2254,"2014/86_1"
"2255","2014/85","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","500","55",2014-10-09,1,2255,"2014/85_1"
"2256","2014/84","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Guadalmez","Ciudad Real","Bluetongue",1,"04","Ovinos","500","34",2014-10-09,1,2256,"2014/84_1"
"2257","2014/83","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",1,"04","Ovinos","750","12",2014-10-09,1,2257,"2014/83_1"
"2258","2014/87","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Almadén","Ciudad Real","Bluetongue",1,"04","Ovinos","1100","6",2014-10-09,1,2258,"2014/87_1"
"2259","2014/82","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Agudo","Ciudad Real","Bluetongue",1,"04","Bovinos","33","0",2014-10-14,1,2259,"2014/82_1"
"2260","2014/78","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",3,"04","Bovinos, Caprinos, Ovinos","13 / 570 / 95","0 / 20",2014-10-14,1,2260,"2014/78_1"
"2261","2014/79","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",1,"04","Ovinos","25","1",2014-10-14,1,2261,"2014/79_1"
"2262","2014/80","Secundario","España","CASTILLA LA MANCHA","CIUDAD REAL","ALMADEN",NA,"Chillón","Ciudad Real","Bluetongue",1,"04","Ovinos","60","1",2014-10-14,1,2262,"2014/80_1"
"2263","2014/6","Secundario","España","ANDALUCÍA","HUELVA","PUEBLA DE GUZMAN (ANDEVALO OCCIDENTAL)",NA,"Paymogo","Huelva","West Nile Fever (West Nile)",1,"","Equidos","3","1",2014-10-15,3,2263,"2014/6_3"
"2264","2014/77","Secundario","España","ANDALUCÍA","CÓRDOBA","POSADAS (VEGA DEL GUADALQUIVIR)",NA,"Posadas","Córdoba","Bluetongue",1,"04","Ovinos","390","50",2014-10-14,1,2264,"2014/77_1"
